Code  ┃Name                 ┃City       ┃University ┃Branches   ┃Capacity   ┃Price      ┃Threshold  ┃Observations ┃Coefficients
11107 ┃Disseny,_Animacio... ┃Barcelona  ┃UB         ┃AH         ┃40         ┃8220       ┃7.328000   ┃17 ┃0,0,0,0,2,2,2,0,2...

11012 ┃Dret                 ┃Barcelona  ┃UB         ┃CSJ        ┃430        ┃0          ┃9.900000   ┃16 ┃0,0,0,0,0,0,0,0,0...

41013 ┃Dret                 ┃Barcelona  ┃UPF        ┃CSJ        ┃260        ┃0          ┃11.103000  ┃21 ┃0,0,0,0,0,0,0,0,0...

91053 ┃Dret_"ESERP"         ┃Barcelona  ┃UVic-UCC   ┃CSJ        ┃90         ┃8560       ┃5.000000   ┃None ┃0,0,0,0,0,0,0,0,0...

21086 ┃Dret                 ┃Cerdany... ┃UAB        ┃CSJ        ┃200        ┃0          ┃9.746000   ┃16 ┃0,0,0,0,0,0,0,0,0...

81015 ┃Dret                 ┃Girona     ┃UdG        ┃CSJ        ┃155        ┃0          ┃8.820000   ┃16 ┃0,0,0,0,0,0,0,0,0...

61010 ┃Dret                 ┃Lleida     ┃UdL        ┃CSJ        ┃115        ┃0          ┃7.766000   ┃16 ┃0,0,0,0,0,0,0,0,0...

71008 ┃Dret                 ┃Tarragona  ┃URV        ┃CSJ        ┃135        ┃0          ┃8.536000   ┃16 ┃0,0,0,0,0,0,0,0,0...

11070 ┃Dret/Gestio_i_Adm... ┃Barcelona  ┃UB         ┃CSJ        ┃24         ┃0          ┃10.094000  ┃04,04-16 ┃0,0,1,0,0,0,0,1,0...

21145 ┃Dret/Relacions_In... ┃Cerdany... ┃UAB        ┃CSJ        ┃20         ┃0          ┃12.886000  ┃16 ┃0,0,1,0,1,0,1,1,1...

21109 ┃Dret/Relacions_La... ┃Cerdany... ┃UAB        ┃CSJ        ┃20         ┃0          ┃10.250000  ┃04,04-16 ┃0,0,1,0,0,0,0,0,0...

71083 ┃Dret/Relacions_La... ┃Tarragona  ┃URV        ┃CSJ        ┃25         ┃0          ┃8.745000   ┃04,04-16 ┃0,0,1,0,0,0,0,0,0...

11103 ┃Economia             ┃Barcelona  ┃UB         ┃CSJ        ┃300        ┃0          ┃9.238000   ┃16 ┃0,0,2,0,0,0,0,2,0...

41014 ┃Economia             ┃Barcelona  ┃UPF        ┃CSJ        ┃170        ┃0          ┃10.722000  ┃21 ┃0,0,2,0,0,0,0,2,0...

21070 ┃Economia             ┃Cerdany... ┃UAB        ┃CSJ        ┃135        ┃0          ┃9.150000   ┃16 ┃0,0,2,0,0,0,0,2,0...

21110 ┃Economia_(docenci... ┃Cerdany... ┃UAB        ┃CSJ        ┃40         ┃0          ┃9.527000   ┃16 ┃0,0,2,0,0,0,0,2,0...

81016 ┃Economia             ┃Girona     ┃UdG        ┃CSJ        ┃50         ┃0          ┃8.686000   ┃16 ┃0,0,2,0,0,0,0,2,0...

71009 ┃Economia             ┃Reus       ┃URV        ┃CSJ        ┃50         ┃0          ┃7.588000   ┃16 ┃0,0,2,0,0,0,0,2,0...

91914 ┃Economia/Estadist... ┃Barcelona  ┃UB/UPC     ┃CSJ        ┃20         ┃0          ┃11.398000  ┃16,16-23 ┃0,0,2,0,0,0,0,2,0...

81069 ┃Economia/Filosofi... ┃Girona     ┃UdG        ┃CSJ        ┃10         ┃0          ┃7.942000   ┃04,04-16 ┃1,1,2,1,0,0,0,2,2...

11013 ┃Educacio_Infantil    ┃Barcelona  ┃UB         ┃CSJ        ┃180        ┃0          ┃9.064000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

21016 ┃Educacio_Infantil    ┃Cerdany... ┃UAB        ┃CSJ        ┃130        ┃0          ┃9.216000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

71034 ┃Educacio_Infantil    ┃el_Vend... ┃URV        ┃CSJ        ┃40         ┃0          ┃7.553000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

81017 ┃Educacio_Infantil    ┃Girona     ┃UdG        ┃CSJ        ┃80         ┃0          ┃8.320000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

61011 ┃Educacio_Infantil    ┃Lleida     ┃UdL        ┃CSJ        ┃90         ┃0          ┃5.000000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

91038 ┃Educacio_Infantil    ┃Manresa    ┃UVic-UCC   ┃CSJ        ┃40         ┃5463       ┃5.000000   ┃29 ┃2,2,2,2,2,0,0,2,2...

71010 ┃Educacio_Infantil    ┃Tarragona  ┃URV        ┃CSJ        ┃80         ┃0          ┃7.206000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

71029 ┃Educacio_Infantil    ┃Tortosa    ┃URV        ┃CSJ        ┃40         ┃0          ┃5.000000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

91008 ┃Educacio_Infantil    ┃Vic        ┃UVic-UCC   ┃CSJ        ┃70         ┃5473       ┃5.000000   ┃29 ┃2,2,2,2,2,0,0,2,2...

11072 ┃Educacio_Infantil... ┃Barcelona  ┃UB         ┃CSJ        ┃40         ┃0          ┃11.343000  ┃04,04-1... ┃2,2,2,2,2,0,0,2,2...

21111 ┃Educacio_Infantil... ┃Cerdany... ┃UAB        ┃CSJ        ┃20         ┃0          ┃11.260000  ┃04,04-1... ┃2,2,2,2,2,0,0,2,2...

81049 ┃Educacio_Infantil... ┃Girona     ┃UdG        ┃CSJ        ┃50         ┃0          ┃9.434000   ┃04,04-1... ┃2,2,2,2,2,0,0,2,2...

61037 ┃Educacio_Infantil... ┃Lleida     ┃UdL        ┃CSJ        ┃35         ┃0          ┃9.278000   ┃04,04-1... ┃2,2,2,2,2,0,0,2,2...

71050 ┃Educacio_Infantil... ┃Tarragona  ┃URV        ┃CSJ        ┃30         ┃0          ┃7.994000   ┃04,04-1... ┃2,2,2,2,2,0,0,2,2...

71076 ┃Educacio_Infantil... ┃Tortosa    ┃URV        ┃CSJ        ┃10         ┃0          ┃7.104000   ┃04,04-1... ┃2,2,2,2,2,0,0,2,2...

91030 ┃Educacio_Infantil... ┃Vic        ┃UVic-UCC   ┃CSJ        ┃40         ┃5473       ┃5.000000   ┃04,04-1... ┃2,2,2,2,2,0,0,2,2...

11014 ┃Educacio_Primaria    ┃Barcelona  ┃UB         ┃CSJ        ┃375        ┃0          ┃9.442000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

21018 ┃Educacio_Primaria    ┃Cerdany... ┃UAB        ┃CSJ        ┃180        ┃0          ┃10.157000  ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

21102 ┃Educacio_Primaria... ┃Cerdany... ┃UAB        ┃CSJ        ┃75         ┃0          ┃8.610000   ┃03,03-1... ┃2,2,2,2,2,0,0,2,2...

81018 ┃Educacio_Primaria    ┃Girona     ┃UdG        ┃CSJ        ┃80         ┃0          ┃9.178000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

61072 ┃Educacio_Primaria... ┃Lleida     ┃UdL        ┃CSJ        ┃30         ┃0          ┃7.448000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

61073 ┃Educacio_Primaria... ┃Lleida     ┃UdL        ┃CSJ        ┃95         ┃0          ┃8.416000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

71011 ┃Educacio_Primaria    ┃Tarragona  ┃URV        ┃CSJ        ┃80         ┃0          ┃9.040000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

71033 ┃Educacio_Primaria    ┃Tortosa    ┃URV        ┃CSJ        ┃40         ┃0          ┃7.128000   ┃16,16-19 ┃2,2,2,2,2,0,0,2,2...

91009 ┃Educacio_Primaria    ┃Vic        ┃UVic-UCC   ┃CSJ        ┃70         ┃5473       ┃5.000000   ┃29 ┃2,2,2,2,2,0,0,2,2...

11015 ┃Educacio_Social      ┃Barcelona  ┃UB         ┃CSJ        ┃180        ┃0          ┃8.674000   ┃16 ┃2,2,0,2,0,0,0,0,1...

21019 ┃Educacio_Social      ┃Cerdany... ┃UAB        ┃CSJ        ┃80         ┃0          ┃9.492000   ┃16 ┃2,2,0,2,0,0,0,0,1...

81019 ┃Educacio_Social      ┃Girona     ┃UdG        ┃CSJ        ┃60         ┃0          ┃7.718000   ┃16 ┃2,2,0,2,0,0,0,0,1...

61013 ┃Educacio_Social      ┃Lleida     ┃UdL        ┃CSJ        ┃80         ┃0          ┃7.788000   ┃16 ┃2,2,0,2,0,0,0,0,1...

71012 ┃Educacio_Social      ┃Tarragona  ┃URV        ┃CSJ        ┃55         ┃0          ┃8.104000   ┃16 ┃2,2,0,2,0,0,0,0,1...

91010 ┃Educacio_Social      ┃Vic        ┃UVic-UCC   ┃CSJ        ┃45         ┃5473       ┃5.000000   ┃None ┃2,2,0,2,0,0,0,0,1...

21087 ┃Empresa_i_Tecnologia ┃Sabadell   ┃UAB        ┃CSJ        ┃80         ┃0          ┃9.600000   ┃16 ┃0,0,1,1,0,0,0,1,0...

31126 ┃Empresa,_Innovaci... ┃Barcelona  ┃UPC        ┃CSJ        ┃70         ┃7200       ┃5.758000   ┃17 ┃0,0,2,0,0,0,0,2,0...

31125 ┃Empresa,_Innovaci... ┃Barcelona  ┃UPC        ┃CSJ        ┃35         ┃6600       ┃5.000000   ┃17 ┃0,0,2,0,0,0,0,2,0...

31128 ┃Empresa,_Innovaci... ┃Terrassa   ┃UPC        ┃CSJ        ┃70         ┃7200       ┃5.000000   ┃17 ┃0,0,2,0,0,0,0,2,0...

31127 ┃Empresa,_Innovaci... ┃Terrassa   ┃UPC        ┃CSJ        ┃35         ┃6600       ┃5.000000   ┃17 ┃0,0,2,0,0,0,0,2,0...

31129 ┃Empresa,_Innovaci... ┃Barcelona  ┃UPC        ┃CSJ        ┃35         ┃7200       ┃5.000000   ┃04,04-17 ┃2,2,2,0,0,0,0,2,0...

31130 ┃Empresa,_Innovaci... ┃Terrassa   ┃UPC        ┃CSJ        ┃35         ┃7200       ┃5.000000   ┃04,04-17 ┃2,2,2,0,0,0,0,2,0...

11073 ┃Empresa_Internaci... ┃Barcelona  ┃UB         ┃CSJ        ┃80         ┃0          ┃11.683000  ┃16 ┃0,0,1,0,0,0,0,1,0...

61006 ┃Enginyeria_Agrari... ┃Lleida     ┃UdL        ┃EA         ┃60         ┃0          ┃6.210000   ┃16 ┃0,0,2,0,0,1,0,2,0...

81032 ┃Enginyeria_Agroal... ┃Girona     ┃UdG        ┃EA         ┃40         ┃0          ┃6.768000   ┃16 ┃0,0,2,0,0,1,0,2,0...

31004 ┃Enginyeria_Alimen... ┃Castell... ┃UPC        ┃EA         ┃55         ┃0          ┃7.232000   ┃21 ┃0,0,2,0,0,1,0,2,0...

31100 ┃Enginyeria_Ambiental ┃Castell... ┃UPC        ┃EA         ┃60         ┃0          ┃7.425000   ┃21 ┃0,0,2,0,0,0,0,2,0...

11059 ┃Enginyeria_Biomedica ┃Barcelona  ┃UB         ┃EA         ┃40         ┃0          ┃12.500000  ┃16 ┃0,0,2,0,0,0,0,2,0...

41033 ┃Enginyeria_Biomedica ┃Barcelona  ┃UPF        ┃EA         ┃40         ┃0          ┃12.286000  ┃21 ┃0,0,2,0,0,0,0,2,0...

31051 ┃Enginyeria_Biomedica ┃Barcelo... ┃UPC        ┃EA         ┃55         ┃0          ┃11.838000  ┃21 ┃0,0,2,0,0,0,0,2,0...

81063 ┃Enginyeria_Biomedica ┃Girona     ┃UdG        ┃EA         ┃40         ┃0          ┃10.708000  ┃16 ┃0,0,2,0,0,0,0,2,0...

71064 ┃Enginyeria_Biomedica ┃Tarragona  ┃URV        ┃EA         ┃40         ┃0          ┃10.686000  ┃16 ┃0,0,2,0,0,0,0,2,0...

71070 ┃Enginyeria_Biomed... ┃Tarragona  ┃URV        ┃EA         ┃10         ┃0          ┃11.836000  ┃04,04-16 ┃0,0,2,0,0,1,1,2,0...

31103 ┃Enginyeria_Civil     ┃Barcelona  ┃UPC        ┃EA         ┃120        ┃0          ┃8.528000   ┃21 ┃0,0,0,0,0,2,0,2,0...

31113 ┃Enginyeria_Civil,... ┃Barcelona  ┃UPC        ┃EA         ┃40         ┃0          ┃10.978000  ┃21,21-28 ┃0,0,0,0,0,2,0,2,0...

21132 ┃Enginyeria_d'Auto... ┃Barcelona  ┃UAB        ┃EA         ┃50         ┃7710       ┃7.030000   ┃17 ┃0,0,1,0,0,2,1,2,0...

31091 ┃Enginyeria_d'Auto... ┃Manresa... ┃UPC        ┃EA         ┃50         ┃0          ┃10.260000  ┃21 ┃0,0,1,0,0,2,1,2,0...

71061 ┃Enginyeria_de_Bio... ┃Tarragona  ┃URV        ┃EA         ┃40         ┃0          ┃5.802000   ┃16 ┃0,0,2,0,0,2,0,2,0...

31097 ┃Enginyeria_de_Cie... ┃Castell... ┃UPC        ┃EA         ┃55         ┃0          ┃6.114000   ┃21 ┃0,0,2,0,0,1,0,2,0...

21118 ┃Enginyeria_de_Dades  ┃Cerdany... ┃UAB        ┃EA         ┃60         ┃0          ┃9.882000   ┃16 ┃0,0,2,1,0,1,1,2,0...

91057 ┃Enginyeria_de_Dis... ┃Barcelona  ┃UVic-UCC   ┃EA         ┃90         ┃10320      ┃5.000000   ┃None ┃0,0,0,0,2,2,2,2,0...

31022 ┃Enginyeria_de_Dis... ┃Terrassa   ┃UPC        ┃EA         ┃60         ┃0          ┃10.962000  ┃21 ┃0,0,0,0,2,2,2,2,0...

31006 ┃Enginyeria_de_Dis... ┃Vilanov... ┃UPC        ┃EA         ┃100        ┃0          ┃8.105000   ┃21 ┃0,0,0,0,2,2,2,2,0...

91051 ┃Enginyeria_de_l'A... ┃Granollers ┃UVic-UCC   ┃EA         ┃45         ┃6058       ┃6.638000   ┃None ┃0,0,1,0,0,2,1,2,0...

31052 ┃Enginyeria_de_l'E... ┃Barcelo... ┃UPC        ┃EA         ┃70         ┃0          ┃8.398000   ┃21 ┃0,0,0,0,0,2,0,2,0...

61061 ┃Enginyeria_de_l'E... ┃Lleida     ┃UdL        ┃EA         ┃110        ┃0          ┃6.707000   ┃13,13-16 ┃0,0,2,0,0,2,1,2,0...

61075 ┃Enginyeria_de_l'E... ┃Lleida     ┃UdL        ┃EA         ┃10         ┃0          ┃8.620000   ┃13,13-1... ┃0,0,2,0,0,2,1,2,0...

61065 ┃Enginyeria_de_l'E... ┃Lleida     ┃UdL        ┃EA         ┃10         ┃0          ┃10.944000  ┃04,04-16 ┃0,0,2,0,0,2,1,2,0...

11060 ┃Enginyeria_de_Mat... ┃Barcelona  ┃UB         ┃EA         ┃40         ┃0          ┃7.792000   ┃16 ┃0,0,0,0,0,0,0,2,0...

31025 ┃Enginyeria_de_Mat... ┃Barcelo... ┃UPC        ┃EA         ┃40         ┃0          ┃8.140000   ┃214Codi... ┃0,0,0,0,0,0,0,2,0...

31123 ┃Enginyeria_de_Sat... ┃Castell... ┃UPC        ┃EA         ┃40         ┃0          ┃10.830000  ┃21 ┃0,0,0,0,0,1,0,2,0...

31084 ┃Enginyeria_de_Sis... ┃Castell... ┃UPC        ┃EA         ┃120        ┃0          ┃11.212000  ┃21 ┃0,0,1,0,0,2,1,2,0...

31085 ┃Enginyeria_de_Sis... ┃Castell... ┃UPC        ┃EA         ┃40         ┃0          ┃11.400000  ┃12,12-21 ┃0,0,1,0,0,2,1,2,0...

31010 ┃Enginyeria_de_Sis... ┃Terrassa   ┃UPC        ┃EA         ┃60         ┃0          ┃6.494000   ┃21 ┃0,0,0,0,0,0,0,2,0...

31011 ┃Enginyeria_de_Sis... ┃Castell... ┃UPC        ┃EA         ┃55         ┃0          ┃8.772000   ┃21 ┃0,0,2,0,0,0,0,2,0...

21115 ┃Enginyeria_de_Sis... ┃Cerdany... ┃UAB        ┃EA         ┃140        ┃0          ┃7.458000   ┃13,13-16 ┃0,0,1,0,0,1,1,2,0...

21105 ┃Enginyeria_de_Sis... ┃Cerdany... ┃UAB        ┃EA         ┃20         ┃0          ┃9.498000   ┃04,04-16 ┃0,0,1,0,0,1,1,2,0...

31076 ┃Enginyeria_de_Sis... ┃Castell... ┃UPC        ┃EA         ┃80         ┃0          ┃7.667000   ┃08,08-21 ┃0,0,1,0,0,1,1,2,0...

31077 ┃Enginyeria_de_Sis... ┃Castell... ┃UPC        ┃EA         ┃20         ┃0          ┃6.486000   ┃06,06-0... ┃0,0,1,0,0,1,1,2,0...

71042 ┃Enginyeria_de_Sis... ┃Tarragona  ┃URV        ┃EA         ┃40         ┃0          ┃7.400000   ┃16 ┃0,0,1,0,0,1,1,2,0...

31065 ┃Enginyeria_de_Sis... ┃Manresa    ┃TIC/UPC    ┃EA         ┃44         ┃0          ┃7.330000   ┃21 ┃0,0,1,0,0,1,1,2,0...

31015 ┃Enginyeria_de_Tec... ┃Terrassa   ┃UPC        ┃EA         ┃270        ┃0          ┃8.146000   ┃08,08-21 ┃0,0,0,0,0,2,0,2,0...

31086 ┃Enginyeria_de_Tec... ┃Barcelona  ┃UPC        ┃EA         ┃180        ┃0          ┃7.754000   ┃21 ┃0,0,1,0,0,1,1,2,0...

31111 ┃Enginyeria_de_Tec... ┃Barcelona  ┃UPC        ┃EA         ┃40         ┃0          ┃10.214000  ┃21,21-28 ┃0,0,1,0,0,1,1,2,0...

41020 ┃Enginyeria_de_Xar... ┃Barcelona  ┃UPF        ┃EA         ┃40         ┃0          ┃8.244000   ┃21 ┃0,0,1,0,0,1,1,2,0...

41057 ┃Enginyeria_d'Orga... ┃Mataro     ┃UPF        ┃EA         ┃80         ┃5930       ┃5.732000   ┃08,08-17 ┃0,0,0,0,0,2,0,2,0...

31053 ┃Enginyeria_Electrica ┃Barcelo... ┃UPC        ┃EA         ┃80         ┃0          ┃7.944000   ┃21 ┃0,0,0,0,0,2,0,2,0...

81040 ┃Enginyeria_Electrica ┃Girona     ┃UdG        ┃EA         ┃40         ┃0          ┃6.450000   ┃16 ┃0,0,0,0,0,2,0,2,0...

71037 ┃Enginyeria_Electrica ┃Tarragona  ┃URV        ┃EA         ┃50         ┃0          ┃6.332000   ┃16 ┃0,0,0,0,0,2,0,2,0...

81050 ┃Enginyeria_Electr... ┃Girona     ┃UdG        ┃EA         ┃15         ┃0          ┃6.241000   ┃04,04-16 ┃0,0,0,0,0,2,0,2,0...

71058 ┃Enginyeria_Electr... ┃Tarragona  ┃URV        ┃EA         ┃10         ┃0          ┃9.042000   ┃04,04-16 ┃0,0,0,0,0,2,0,2,0...

31124 ┃Enginyeria_Electr... ┃Vilanov... ┃UPC        ┃EA         ┃200        ┃0          ┃7.204000   ┃21 ┃0,0,0,0,0,2,0,2,0...

11017 ┃Enginyeria_Electr... ┃Barcelona  ┃UB         ┃EA         ┃40         ┃0          ┃8.660000   ┃16 ┃0,0,0,0,0,1,1,2,0...

31099 ┃Enginyeria_Electr... ┃Barcelona  ┃UPC        ┃EA         ┃50         ┃0          ┃9.523000   ┃21 ┃0,0,0,0,0,1,1,2,0...

21106 ┃Enginyeria_Electr... ┃Cerdany... ┃UAB        ┃EA         ┃20         ┃0          ┃8.893000   ┃04,04-16 ┃0,0,0,0,0,1,1,2,0...

21025 ┃Enginyeria_Electr... ┃Barcelona  ┃UAB        ┃EA         ┃35         ┃7710       ┃6.330000   ┃17 ┃0,0,0,0,0,2,0,2,0...

31054 ┃Enginyeria_Electr... ┃Barcelo... ┃UPC        ┃EA         ┃135        ┃0          ┃8.538000   ┃21 ┃0,0,0,0,0,2,0,2,0...

81021 ┃Enginyeria_Electr... ┃Girona     ┃UdG        ┃EA         ┃50         ┃0          ┃6.711000   ┃16 ┃0,0,0,0,0,2,0,2,0...

71038 ┃Enginyeria_Electr... ┃Tarragona  ┃URV        ┃EA         ┃80         ┃0          ┃6.562000   ┃16 ┃0,0,0,0,0,2,0,2,0...

21112 ┃Enginyeria_Electr... ┃Barcelona  ┃UAB        ┃EA         ┃15         ┃7710       ┃6.924000   ┃04,04-17 ┃0,0,0,0,0,2,0,2,0...

31104 ┃Enginyeria_Electr... ┃Manresa    ┃UPC        ┃EA         ┃180        ┃0          ┃7.058000   ┃08,08-21 ┃0,0,0,0,0,2,0,2,0...

21127 ┃Enginyeria_en_Ene... ┃Barcelona  ┃UAB        ┃EA         ┃30         ┃7710       ┃5.786000   ┃17 ┃0,0,1,0,0,2,1,2,0...

31087 ┃Enginyeria_en_Geo... ┃Barcelona  ┃UPC        ┃EA         ┃40         ┃0          ┃6.698000   ┃21 ┃0,0,0,0,0,2,0,2,0...

41019 ┃Enginyeria_en_Inf... ┃Barcelona  ┃UPF        ┃EA         ┃55         ┃0          ┃10.232000  ┃21 ┃0,0,2,1,0,2,0,2,0...

21022 ┃Enginyeria_en_Org... ┃Barcelona  ┃UAB        ┃EA         ┃45         ┃7710       ┃6.160000   ┃17 ┃0,0,0,0,0,2,0,2,0...

61060 ┃Enginyeria_en_Org... ┃Igualada   ┃UdL        ┃EA         ┃50         ┃0          ┃6.252000   ┃13,13-16 ┃0,0,1,0,0,2,1,2,0...

41018 ┃Enginyeria_en_Sis... ┃Barcelona  ┃UPF        ┃EA         ┃55         ┃0          ┃8.036000   ┃21 ┃0,0,0,0,0,0,0,2,0...

31049 ┃Enginyeria_en_Sis... ┃Barcelona  ┃UPC        ┃EA         ┃60         ┃0          ┃8.550000   ┃21 ┃0,0,0,0,0,2,0,2,0...

31112 ┃Enginyeria_en_Tec... ┃Terrassa   ┃UPC        ┃EA         ┃60         ┃0          ┃12.858000  ┃21,21-2... ┃0,0,0,0,0,2,0,2,0...

81041 ┃Enginyeria_en_Tec... ┃Girona     ┃UdG        ┃EA         ┃70         ┃0          ┃7.442000   ┃16 ┃0,0,0,0,0,2,0,2,0...

31114 ┃Enginyeria_en_Tec... ┃Terrassa   ┃UPC        ┃EA         ┃180        ┃0          ┃9.158000   ┃21,21-28 ┃0,0,0,0,0,2,0,2,0...

31115 ┃Enginyeria_en_Tec... ┃Barcelona  ┃UPC        ┃EA         ┃400        ┃0          ┃10.416000  ┃21,21-28 ┃0,0,0,0,0,2,0,2,0...

31031 ┃Enginyeria_en_Veh... ┃Terrassa   ┃UPC        ┃EA         ┃60         ┃0          ┃12.574000  ┃21 ┃0,0,0,0,0,2,0,2,0...

31067 ┃Enginyeria_Fisica    ┃Barcelona  ┃UPC        ┃EA         ┃44         ┃0          ┃12.306000  ┃21 ┃0,0,0,0,0,0,0,2,0...

61014 ┃Enginyeria_Forestal  ┃Lleida     ┃UdL        ┃EA         ┃40         ┃0          ┃5.000000   ┃16 ┃0,0,2,0,0,1,0,2,0...

11018 ┃Enginyeria_Inform... ┃Barcelona  ┃UB         ┃EA         ┃70         ┃0          ┃10.108000  ┃16 ┃0,0,2,1,0,2,0,2,0...

31059 ┃Enginyeria_Inform... ┃Barcelona  ┃UPC        ┃EA         ┃360        ┃0          ┃10.410000  ┃21 ┃0,0,2,1,0,2,0,2,0...

21071 ┃Enginyeria_Inform... ┃Cerdany... ┃UAB        ┃EA         ┃190        ┃0          ┃9.572000   ┃16 ┃0,0,2,1,0,2,0,2,0...

81042 ┃Enginyeria_Inform... ┃Girona     ┃UdG        ┃EA         ┃100        ┃0          ┃8.350000   ┃16 ┃0,0,2,1,0,2,0,2,0...

61074 ┃Enginyeria_Inform... ┃Igualada   ┃UdL        ┃EA         ┃35         ┃0          ┃7.644000   ┃16 ┃0,0,2,1,0,2,0,2,0...

61015 ┃Enginyeria_Inform... ┃Lleida     ┃UdL        ┃EA         ┃60         ┃0          ┃7.973000   ┃16 ┃0,0,2,1,0,2,0,2,0...

71039 ┃Enginyeria_Inform... ┃Tarragona  ┃URV        ┃EA         ┃110        ┃0          ┃8.056000   ┃16 ┃0,0,2,1,0,2,0,2,0...

31037 ┃Enginyeria_Inform... ┃Vilanov... ┃UPC        ┃EA         ┃55         ┃0          ┃9.075000   ┃21 ┃0,0,2,1,0,2,0,2,0...

31116 ┃Enginyeria_Inform... ┃Barcelona  ┃UPC        ┃EA         ┃40         ┃0          ┃11.838000  ┃21,21-28 ┃0,0,2,1,0,2,0,2,0...

61076 ┃Enginyeria_Inform... ┃Lleida     ┃UdL        ┃EA         ┃10         ┃0          ┃7.755000   ┃16,16-28 ┃0,0,2,1,0,2,0,2,0...

11016 ┃Enginyeria_Inform... ┃Barcelona  ┃UB         ┃           ┃20         ┃0          ┃12.728000  ┃04,04-16 ┃

41047 ┃Enginyeria_Inform... ┃Mataro     ┃UPF        ┃EA         ┃50         ┃5930       ┃6.796000   ┃17 ┃0,0,0,0,0,1,0,2,0...

41056 ┃Enginyeria_Matema... ┃Barcelona  ┃UPF        ┃EA         ┃40         ┃0          ┃11.526000  ┃21 ┃0,0,0,1,0,1,0,2,0...

71081 ┃Enginyeria_Matema... ┃Tarragona  ┃URV        ┃EA         ┃20         ┃0          ┃11.686000  ┃16 ┃0,0,1,1,0,1,0,2,0...

21026 ┃Enginyeria_Mecani... ┃Barcelona  ┃UAB        ┃EA         ┃40         ┃7710       ┃6.946000   ┃17 ┃0,0,0,0,0,2,0,2,0...

31027 ┃Enginyeria_Mecanica  ┃Barcelo... ┃UPC        ┃EA         ┃235        ┃0          ┃9.376000   ┃21 ┃0,0,0,0,0,2,0,2,0...

81022 ┃Enginyeria_Mecanica  ┃Girona     ┃UdG        ┃EA         ┃90         ┃0          ┃7.507000   ┃16 ┃0,0,0,0,0,2,0,2,0...

71040 ┃Enginyeria_Mecanica  ┃Tarragona  ┃URV        ┃EA         ┃65         ┃0          ┃7.792000   ┃16 ┃0,0,0,0,0,2,0,2,0...

91011 ┃Enginyeria_Mecatr... ┃Vic        ┃UVic-UCC   ┃EA         ┃45         ┃6058       ┃5.000000   ┃None ┃0,0,1,0,0,2,1,2,0...

11019 ┃Enginyeria_Quimica   ┃Barcelona  ┃UB         ┃EA         ┃70         ┃0          ┃10.120000  ┃16 ┃0,0,0,0,0,2,0,2,0...

31055 ┃Enginyeria_Quimica   ┃Barcelo... ┃UPC        ┃EA         ┃100        ┃0          ┃9.042000   ┃21 ┃0,0,0,0,0,2,0,2,0...

21090 ┃Enginyeria_Quimica   ┃Cerdany... ┃UAB        ┃EA         ┃80         ┃0          ┃8.874000   ┃16 ┃0,0,0,0,0,2,0,2,0...

81023 ┃Enginyeria_Quimica   ┃Girona     ┃UdG        ┃EA         ┃40         ┃0          ┃7.926000   ┃16 ┃0,0,0,0,0,2,0,2,0...

71041 ┃Enginyeria_Quimica   ┃Tarragona  ┃URV        ┃EA         ┃80         ┃0          ┃8.408000   ┃16 ┃0,0,0,0,0,2,0,2,0...

71013 ┃Enologia             ┃Tarragona  ┃URV        ┃C          ┃35         ┃0          ┃5.000000   ┃16 ┃0,0,2,1,0,0,0,2,0...

91902 ┃Estadistica          ┃Barcelona  ┃UB/UPC     ┃CSJ        ┃50         ┃0          ┃10.550000  ┃16,16-23 ┃0,0,2,0,0,0,0,0,0...

21128 ┃Estadistica_Aplicada ┃Cerdany... ┃UAB        ┃C          ┃40         ┃0          ┃9.947000   ┃16 ┃0,0,2,0,0,0,0,0,0...

21129 ┃Estadistica_Aplic... ┃Cerdany... ┃UAB        ┃           ┃20         ┃0          ┃8.824000   ┃04,04-16 ┃

11021 ┃Estudis_Anglesos_... ┃Barcelona  ┃UB         ┃AH         ┃160        ┃0          ┃6.078000   ┃16 ┃0,0,0,0,0,0,0,0,0...

21135 ┃Estudis_Anglesos     ┃Cerdany... ┃UAB        ┃AH         ┃80         ┃0          ┃6.093000   ┃16 ┃0,0,0,0,0,0,0,0,0...

