Codi,Nom del centre de estudi,Població,Universitat,Tipus de centre,Places orientatives,Preu orientatiu,Observacions,PAU / CFGS,Més grans de 25 anys,Titulats universitaris,Més grans de 45 anys,Branca,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
11088,CRIMINOLOGIA / DRET (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,11.550,5.625,5.000,5.000,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
11088,CRIMINOLOGIA / DRET (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,11.550,5.625,5.000,5.000,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
11088,DRET / CRIMINOLOGIA (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,11.550,5.625,5.000,5.000,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
11088,DRET / CRIMINOLOGIA (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,11.550,5.625,5.000,5.000,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,0
11090,ADMINISTRACIÓ I DIRECCIÓ D'EMPRESES / SOCIOLOGIA (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,10.022,5.000,5.000,5.000,CSJ,0,0,2,0,1,0,1,2,1,2,2,1,0,1,2,1,0,0,0,2,2,2,0,1,0,2,0
11090,ADMINISTRACIÓ I DIRECCIÓ D'EMPRESES / SOCIOLOGIA (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,10.022,5.000,5.000,5.000,CSJ,0,0,2,0,1,0,1,2,1,2,2,1,0,1,2,1,0,0,0,2,2,2,0,1,0,2,0
11090,SOCIOLOGIA / ADMINISTRACIÓ I DIRECCIÓ D'EMPRESES (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,10.022,5.000,5.000,5.000,CSJ,0,0,2,0,1,0,1,2,1,2,2,1,0,1,2,1,0,0,0,2,2,2,0,1,0,2,0
11090,SOCIOLOGIA / ADMINISTRACIÓ I DIRECCIÓ D'EMPRESES (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,10.022,5.000,5.000,5.000,CSJ,0,0,2,0,1,0,1,2,1,2,2,1,0,1,2,1,0,0,0,2,2,2,0,1,0,2,0
11091,GESTIÓ D'INFORMACIÓ I DOCUMENTACIÓ DIGITAL,BARCELONA,UB,U. PÚBL.,60,NAN,16,6.760,5.000,8.350,5.000,CSJ,0,0,1,0,1,1,1,1,1,2,1,1,0,2,2,1,2,2,0,1,1,1,0,2,0,2,2
11093,"PUBLICITAT RELACIONS PÚBLIQUES I MÀRQUETING ""ESRP""",BARCELONA,UB,U. PÚBL. CA,150,6.450 ,17,8.717,5.000,5.000,5.000,CSJ,0,0,0,2,0,0,2,0,1,2,1,0,0,2,2,2,2,2,0,2,2,0,0,2,0,0,2
11094,ESTUDIS ÀRABS I HEBREUS,BARCELONA,UB,U. PÚBL.,40,NAN,16,5.000,5.000,6.400,5.000,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,0,0,2,2
11095,ADMINISTRACIÓ I DIRECCIÓ D'EMPRESES / QUÍMICA (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,10.724,5.000,5.000,5.000,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
11095,ADMINISTRACIÓ I DIRECCIÓ D'EMPRESES / QUÍMICA (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,10.724,5.000,5.000,5.000,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
11095,QUÍMICA / ADMINISTRACIÓ I DIRECCIÓ D'EMPRESES (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,10.724,5.000,5.000,5.000,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
11095,QUÍMICA / ADMINISTRACIÓ I DIRECCIÓ D'EMPRESES (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,10.724,5.000,5.000,5.000,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
11096,ARQUEOLOGIA / HISTÒRIA (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,7.451,7.375,8.045,5.000,AH,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0
11096,ARQUEOLOGIA / HISTÒRIA (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,7.451,7.375,8.045,5.000,AH,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0
11096,HISTÒRIA / ARQUEOLOGIA (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,7.451,7.375,8.045,5.000,AH,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0
11096,HISTÒRIA / ARQUEOLOGIA (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,7.451,7.375,8.045,5.000,AH,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0
11097,COMUNICACIÓ AUDIOVISUAL,BARCELONA,UB,U. PÚBL.,45,NAN,16,11.090,5.938,7.350,5.000,CSJ,2,2,0,0,1,1,2,0,1,0,1,0,0,2,2,2,2,2,0,2,2,0,0,2,0,0,2
11098,COMUNICACIÓ AUDIOVISUAL / GESTIÓ D'INFORMACIÓ I DOCUMENTACIÓ DIGITAL (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,10.276,5.000,5.000,5.000,CSJ,2,2,1,2,1,1,2,1,1,2,1,1,0,2,2,2,2,2,0,2,2,1,0,2,0,2,2
11098,COMUNICACIÓ AUDIOVISUAL / GESTIÓ D'INFORMACIÓ I DOCUMENTACIÓ DIGITAL (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,10.276,5.000,5.000,5.000,CSJ,2,2,1,2,1,1,2,1,1,2,1,1,0,2,2,2,2,2,0,2,2,1,0,2,0,2,2
11098,GESTIÓ D'INFORMACIÓ I DOCUMENTACIÓ DIGITAL / COMUNICACIÓ AUDIOVISUAL (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,10.276,5.000,5.000,5.000,CSJ,2,2,1,0,1,1,2,1,1,2,1,1,0,2,2,2,2,2,0,2,2,1,0,2,0,2,2
11098,GESTIÓ D'INFORMACIÓ I DOCUMENTACIÓ DIGITAL / COMUNICACIÓ AUDIOVISUAL (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,04-16,10.276,5.000,5.000,5.000,CSJ,2,2,1,0,1,1,2,1,1,2,1,1,0,2,2,2,2,2,0,2,2,1,0,2,0,2,2
11099,BELLES ARTS,BARCELONA,UB,U. PÚBL.,300,NAN,16,8.280,5.000,6.397,5.000,AH,0,0,0,0,2,2,2,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0
11100,CONSERVACIÓ - RESTAURACIÓ DE BÉNS CULTURALS,BARCELONA,UB,U. PÚBL.,50,NAN,16,5.000,5.563,7.600,5.000,AH,0,0,0,0,2,2,2,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0
11101,DISSENY,BARCELONA,UB,U. PÚBL.,60,NAN,16,10.842,5.000,5.000,5.000,AH,0,0,0,0,2,2,2,2,2,1,0,0,0,0,2,2,0,0,0,1,1,0,1,2,0,0,0
11102,"NEGOCI DIGITAL I INNOVACIÓ EN TURISME ""CETT""",BARCELONA,UB,U. PÚBL. CA,70,8.171 ,17,5.000,5.000,5.000,5.000,CSJ,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0
11103,ECONOMIA,BARCELONA,UB,U. PÚBL.,300,NAN,16,9.238,5.000,5.000,5.000,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
11104,HISTÒRIA / HISTÒRIA DE L'ART (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,16,8.812,6.000,5.000,5.667,AH,2,2,0,0,0,0,0,0,2,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0
11104,HISTÒRIA / HISTÒRIA DE L'ART (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,16,8.812,6.000,5.000,5.667,AH,2,2,0,0,0,0,0,0,2,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0
11104,HISTÒRIA DE L'ART / HISTÒRIA (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,16,8.812,6.000,5.000,5.667,AH,2,2,0,0,0,0,0,0,2,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0
11104,HISTÒRIA DE L'ART / HISTÒRIA (SIMULTANEÏTAT),BARCELONA,UB,U. PÚBL.,20,NAN,16,8.812,6.000,5.000,5.667,AH,2,2,0,0,0,0,0,0,2,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0
11105,"CINEMATOGRAFIA ""ESCAC""",TERRASSA,UB,U. PÚBL. CA,110,11.950 ,01-17,5.000,5.000,5.000,5.000,AH,2,2,0,0,2,2,2,2,2,2,0,0,0,1,2,2,2,2,0,2,2,0,0,2,2,2,2
11106,"DISSENY I DESENVOLUPAMENT DE VIDEOJOCS I JOCS APLICATS ""ENTI""",BARCELONA,UB,U. PÚBL. CA,40,8.220 ,17,5.000,5.000,5.000,5.000,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0
11107,"DISSENY ANIMACIÓ I ART DIGITAL PER A VIDEOJOCS I JOCS APLICATS ""ENTI""",BARCELONA,UB,U. PÚBL. CA,40,8.220 ,17,7.328,5.000,5.000,5.000,AH,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
11108,GEOGRAFIA I CANVI GLOBAL,BARCELONA,UB,U. PÚBL.,50,NAN,16,5.146,5.125,5.000,5.000,CSJ,0,0,1,0,1,0,0,0,1,1,2,1,1,2,2,1,0,0,0,2,2,0,0,0,0,0,0
11109,CIBERSEGURETAT - ENTI,BARCELONA,UB,U. PÚBL. CA,40,8.220 ,17,6.242,5.000,5.000,5.000,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0
11110,"DIRECCIÓ I GESTIÓ GASTRONÒMICA ""BARCELONA CULINARY HUB""",L'HOSPITALET DE LLOBREGAT,UB,U. PÚBL. CA,40,10.500 ,17,5.000,5.000,5.000,5.000,CSJ,0,0,2,1,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0
11111,PRODUCCIÓ DE MÚSICA I SO PER A LA INDÚSTRIA DE L'ENTRETENIMENT,BARCELONA,UB,U. PÚBL. CA,60,8.220 ,01-17,5.142,5.000,5.000,5.000,AH,2,2,0,0,0,0,1,2,2,2,0,0,0,0,0,1,0,0,0,2,2,0,1,2,1,0,0
11112,"NEGOCI DIGITAL I INNOVACIÓ EN TURISME / TURISME ""CETT"" (SIMULTANEÏTAT)",BARCELONA,UB,U. PÚBL. CA,10,8.970 ,17,5.000,5.000,5.000,5.000,CSJ,1,1,0,0,0,0,2,0,2,2,2,0,0,2,2,2,0,0,0,2,2,0,2,2,0,0,0
11112,"NEGOCI DIGITAL I INNOVACIÓ EN TURISME / TURISME ""CETT"" (SIMULTANEÏTAT)",BARCELONA,UB,U. PÚBL. CA,10,8.970 ,17,5.000,5.000,5.000,5.000,CSJ,1,1,0,0,0,0,2,0,2,2,2,0,0,2,2,2,0,0,0,2,2,0,2,2,0,0,0
11112,"TURISME / NEGOCI DIGITAL I INNOVACIÓ EN TURISME ""CETT"" (SIMULTANEÏTAT)",BARCELONA,UB,U. PÚBL. CA,10,8.970 ,17,5.000,5.000,5.000,5.000,CSJ,1,1,0,0,0,0,2,0,2,2,2,0,0,2,2,2,0,0,0,2,2,0,2,2,0,0,0
11112,"TURISME / NEGOCI DIGITAL I INNOVACIÓ EN TURISME ""CETT"" (SIMULTANEÏTAT)",BARCELONA,UB,U. PÚBL. CA,10,8.970 ,17,5.000,5.000,5.000,5.000,CSJ,1,1,0,0,0,0,2,0,2,2,2,0,0,2,2,2,0,0,0,2,2,0,2,2,0,0,0
11113,"CIÈNCIES CULINÀRIES I GASTRONÒMIQUES ""CETT""",BARCELONA,UB,U. PÚBL. CA,80,8.741 ,17,5.000,5.000,5.000,5.000,CSJ,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0
21001,FÍSICA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,70,NAN,16,11.770,5.000,6.530,5.000,C,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0
21003,MATEMÀTIQUES,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,60,NAN,16,12.104,5.000,5.000,5.000,C,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0
21005,FÍSICA / MATEMÀTIQUES (SIMULTANEÏTAT),CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,20,NAN,04-16,13.438,7.938,6.950,5.000,C,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0
21005,FÍSICA / MATEMÀTIQUES (SIMULTANEÏTAT),CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,20,NAN,04-16,13.438,7.938,6.950,5.000,C,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0
21005,MATEMÀTIQUES / FÍSICA (SIMULTANEÏTAT),CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,20,NAN,04-16,13.438,7.938,6.950,5.000,C,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0
21005,MATEMÀTIQUES / FÍSICA (SIMULTANEÏTAT),CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,20,NAN,04-16,13.438,7.938,6.950,5.000,C,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0
21008,BIOLOGIA AMBIENTAL,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,60,NAN,16,10.744,5.000,5.000,5.000,C,0,0,2,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
21009,BIOLOGIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,80,NAN,16,10.936,5.063,7.140,5.000,C,0,0,2,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
21010,CIÈNCIES BIOMÈDIQUES,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,60,NAN,16,12.431,5.000,8.200,5.000,C,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
21011,BIOQUÍMICA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,60,NAN,16,11.342,5.000,5.000,5.000,C,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
21012,BIOTECNOLOGIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,80,NAN,16,11.408,5.000,5.000,5.000,C,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
21013,CIÈNCIA POLÍTICA I GESTIÓ PÚBLICA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,80,NAN,16,8.292,5.000,5.000,5.000,CSJ,0,0,0,0,0,0,0,0,1,2,2,0,0,2,2,0,0,0,0,2,2,0,0,0,0,2,0
21014,ADMINISTRACIÓ I DIRECCIÓ D'EMPRESES,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,160,NAN,16,10.138,5.000,5.000,7.333,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
21015,"DISSENY ""EINA""",BARCELONA,UAB,U. PÚBL. CA,150,900 ,17,5.000,5.000,5.000,5.000,AH,0,0,0,0,2,2,2,2,2,1,0,0,0,0,2,2,0,0,0,1,1,0,1,2,0,0,0
21016,EDUCACIÓ INFANTIL,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,130,NAN,16-19,9.216,5.000,6.620,5.000,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
21018,EDUCACIÓ PRIMÀRIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,180,NAN,16-19,10.157,5.000,6.030,5.000,CSJ,2,2,2,2,2,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,2
21019,EDUCACIÓ SOCIAL,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,80,NAN,16,9.492,5.125,6.450,5.833,CSJ,2,2,0,2,0,0,0,0,1,2,2,0,2,2,2,0,0,0,2,2,2,0,0,1,0,1,0
21020,"ARTS I DISSENY ""MASSANA""",BARCELONA,UAB,U. PÚBL. CA,95,6.332 ,17,5.000,5.000,5.000,5.000,AH,0,0,0,0,2,2,2,2,2,1,0,0,0,0,2,2,0,0,0,1,1,0,1,2,0,0,0
21021,CIÈNCIA I TECNOLOGIA DELS ALIMENTS,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,70,NAN,16,9.194,5.000,6.210,5.000,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0
21022,"ENGINYERIA EN ORGANITZACIÓ INDUSTRIAL ""EU SALESIANA DE SARRIÀ""",BARCELONA,UAB,U. PÚBL. CA,45,7.710 ,17,6.160,5.000,5.000,5.000,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
21025,"ENGINYERIA ELECTRÒNICA INDUSTRIAL I AUTOMÀTICA ""EU SALESIANA DE SARRIÀ""",BARCELONA,UAB,U. PÚBL. CA,35,7.710 ,17,6.330,5.000,5.000,5.000,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
21026,"ENGINYERIA MECÀNICA ""EU SALESIANA DE SARRIÀ""",BARCELONA,UAB,U. PÚBL. CA,40,7.710 ,17,6.946,5.000,5.000,5.000,EA,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
21030,ESTUDIS D'ÀSIA ORIENTAL -JAPONÈS-,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,40,NAN,16,7.170,8.000,6.990,6.833,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,0,0,2,2
21032,FILOSOFIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,70,NAN,16,5.000,5.000,5.000,5.000,AH,1,1,0,1,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0
21033,"FISIOTERÀPIA ""GIMBERNAT""",SANT CUGAT DEL VALLÈS,UAB,U. PÚBL. CA,240,7.430 ,17,6.750,5.000,5.000,5.000,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
21035,GENÈTICA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,60,NAN,16,11.740,5.000,6.210,6.833,C,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
21037,GEOLOGIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,40,NAN,16,6.553,5.000,5.000,5.000,C,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
21038,GESTIÓ AERONÀUTICA,SABADELL,UAB,U. PÚBL.,65,NAN,16,8.124,5.000,5.000,5.000,CSJ,0,0,1,1,1,1,1,1,1,2,2,1,0,1,1,1,0,0,0,2,2,1,0,1,0,0,0
21039,HISTÒRIA DE L'ART,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,80,NAN,16,5.000,5.000,5.000,5.667,AH,2,2,0,0,0,0,0,0,2,0,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,0
21040,HISTÒRIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,140,NAN,16,5.000,5.000,5.000,5.000,AH,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0
21041,INFERMERIA EUIT DE TERRASSA,TERRASSA,UAB,U. PÚBL. CA,165,6.945 ,17,8.232,5.375,7.180,5.000,CS,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
21042,"INFERMERIA ""GIMBERNAT""",SANT CUGAT DEL VALLÈS,UAB,U. PÚBL. CA,200,7.430 ,17,7.847,5.063,6.870,5.000,CS,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
21043,"INFERMERIA ""SANT PAU""",BARCELONA,UAB,U. PÚBL. CA,93,5.860 ,17,10.248,5.938,7.740,5.000,CS,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
21044,INFERMERIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,240,NAN,16,10.982,6.125,7.980,6.333,CS,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
21046,INFORMÀTICA I SERVEIS,SANT CUGAT DEL VALLÈS,UAB,U. PÚBL. CA,50,4.660 ,17,5.000,5.000,5.000,5.000,EA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
21048,LOGOPÈDIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,80,NAN,16,8.918,5.000,7.525,5.000,CS,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
21050,MICROBIOLOGIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,60,NAN,16,11.018,5.000,6.800,5.000,C,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
21051,MUSICOLOGIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,60,NAN,16,7.660,5.000,5.000,6.500,AH,2,2,0,0,0,0,0,0,2,0,0,0,2,2,2,2,0,0,2,0,0,0,0,0,0,2,0
21052,PEDAGOGIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,75,NAN,16,8.942,5.000,5.000,5.000,CSJ,1,1,0,2,0,0,0,0,0,1,2,0,1,2,2,0,0,0,1,2,2,0,0,1,0,2,0
21054,PREVENCIÓ I SEGURETAT INTEGRAL,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL. CA,88,5.940 ,17,5.000,5.000,5.000,5.000,CSJ,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
21055,RELACIONS LABORALS,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,125,NAN,16,8.076,5.000,5.000,5.000,CSJ,0,0,1,0,0,0,0,0,0,2,2,1,0,1,1,1,0,0,0,2,2,0,0,0,0,2,0
21056,SOCIOLOGIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,110,NAN,16,6.934,5.000,5.000,5.000,CSJ,0,0,1,0,1,0,1,1,1,2,2,1,0,1,2,1,0,0,0,2,2,1,0,1,0,2,0
21057,TERÀPIA OCUPACIONAL EUIT DE TERRASSA,TERRASSA,UAB,U. PÚBL. CA,80,6.945 ,17,5.000,5.000,5.000,5.000,CS,0,0,2,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
21058,TRADUCCIÓ I INTERPRETACIÓ - ALEMANY,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,40,NAN,16,5.000,5.375,5.000,5.000,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,1,0,2,2
21059,TURISME,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL. CA,100,5.220 ,17,5.000,5.000,5.000,5.000,CSJ,1,1,0,0,0,0,0,0,2,2,2,0,0,2,2,2,0,0,0,2,2,0,0,0,0,0,0
21064,TRADUCCIÓ I INTERPRETACIÓ - ANGLÈS,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,140,NAN,01-16,6.242,5.000,5.000,5.000,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,1,0,2,2
21065,TRADUCCIÓ I INTERPRETACIÓ - FRANCÈS,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,50,NAN,16,5.000,6.813,5.000,5.000,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,1,0,2,2
21067,ESTUDIS D'ÀSIA ORIENTAL -XINÈS-,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,40,NAN,16,6.682,8.563,5.000,5.000,AH,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,1,0,0,0,0,0,0,2,2
21068,CRIMINOLOGIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,65,NAN,16,9.764,7.063,5.000,5.000,CSJ,0,0,0,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0
21070,ECONOMIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,135,NAN,16,9.150,5.000,5.000,5.000,CSJ,0,0,2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0
21071,ENGINYERIA INFORMÀTICA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,190,NAN,16,9.572,5.000,5.000,5.000,EA,0,0,2,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0
21079,MEDICINA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,385,NAN,16,12.586,5.688,9.320,5.000,CS,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
21081,PSICOLOGIA,CERDANYOLA DEL VALLÈS,UAB,U. PÚBL.,360,NAN,16,9.887,5.250,7.400,6.333,CS,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0
