21104 CSJ	0 0 0 0 0 0 0 0 1 2 2 0 0 2 2 0 0 0 0 2 2 0 0 0 0 2 0
21125 CSJ	0 0 0 0 0 0 0 0 1 2 2 0 0 2 2 0 0 0 0 2 2 0 0 0 0 2 0
21137 CSJ	0 0 2 2 0 0 0 2 0 2 2 2 1 2 2 2 2 2 1 2 2 2 2 0 0 2 2
21131 C	0 0 2 2 0 1 0 2 0 0 0 2 0 0 0 0 0 0 0 2 1 2 0 0 0 0 0
11005 C	0 0 2 2 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
21147 C	0 0 2 2 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
81008 C	0 0 2 2 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
21151 C	0 0 2 2 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
11006 C	0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
21010 C	0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
61004 C	0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
11113 CSJ	0 0 2 2 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0
21117 AH	0 0 0 0 0 0 0 0 1 0 0 0 0 2 2 2 0 0 2 0 0 0 0 0 0 2 0
11007 CS	0 0 2 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 2 1 2 0 0 0 0 0
41038 CS	0 0 2 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 2 1 2 0 0 0 0 0
61007 CS	0 0 2 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 2 1 2 0 0 0 0 0
61071 CS	0 0 2 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 2 1 2 0 0 0 0 0
81082 CS	0 0 2 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 2 1 2 0 0 0 0 0
71086 CS	0 0 2 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 2 1 2 0 0 0 0 0
91001 CSJ	0 0 2 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 2 1 2 0 0 0 0 0
91055 CS	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
41037 CS	0 0 2 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 2 1 2 0 0 0 2 0
61039 CS	0 0 2 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 2 1 2 0 0 0 2 0
81086 CS	0 0 2 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 2 1 2 0 0 0 2 0
71088 CS	0 0 2 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 2 1 2 0 0 0 2 0
31095 EA	0 0 2 2 0 1 1 2 0 0 1 0 0 0 0 0 0 0 0 2 1 2 1 0 0 0 0
11077 C	0 0 2 2 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
41009 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
31096 EA	0 0 2 2 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
11008 CSJ	0 0 0 0 0 0 0 0 1 2 2 0 0 2 2 0 0 0 0 2 2 0 0 0 0 2 0
41010 CSJ	0 0 0 0 0 0 0 0 1 2 2 0 0 2 2 0 0 0 0 2 2 0 0 0 0 2 0
81010 CSJ	0 0 0 0 0 0 0 0 1 2 2 0 0 2 2 0 0 0 0 2 2 0 0 0 0 2 0
11065 CSJ	0 0 0 0 0 0 0 0 1 2 2 0 0 2 2 0 0 0 0 2 2 0 0 0 0 2 0
81054 CSJ	0 0 0 0 0 0 0 0 1 2 2 0 0 2 2 0 0 0 0 2 2 0 0 0 0 2 0
11105 AH	2 2 0 0 2 2 2 2 2 2 0 0 0 1 2 2 2 2 0 2 2 0 0 2 2 2 2
21084 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
81011 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
11097 CSJ	2 2 0 0 1 1 2 0 1 0 1 0 0 2 2 2 2 2 0 2 2 0 0 2 0 0 2
21085 CSJ	2 2 0 0 1 1 2 0 1 0 1 0 0 2 2 2 2 2 0 2 2 0 0 2 0 0 2
41002 CSJ	2 2 0 0 1 1 2 0 1 0 1 0 0 2 2 2 2 2 0 2 2 0 0 2 0 0 2
71007 CSJ	2 2 0 0 1 1 2 0 1 0 1 0 0 2 2 2 2 2 0 2 2 0 0 2 0 0 2
91006 CSJ	2 2 0 0 1 1 2 0 1 0 1 0 0 2 2 2 2 2 0 2 2 0 0 2 0 0 2
81005 CSJ	2 2 0 0 2 2 2 2 2 0 0 0 0 0 0 2 0 0 0 2 2 0 1 2 0 0 0
81067 CSJ	2 2 0 0 2 2 2 2 2 0 0 0 0 0 0 2 0 0 0 2 2 0 1 2 0 0 0
81068 AH	2 2 0 2 2 0 2 0 2 0 2 0 0 2 2 2 2 2 0 0 0 0 0 2 0 0 2
21121 CSJ	0 0 0 2 0 0 2 0 0 2 0 0 0 0 0 0 2 2 0 0 2 0 0 2 0 0 2
21126 CSJ	0 0 0 2 0 0 2 2 2 0 0 0 0 0 0 2 0 0 0 2 2 0 2 2 0 0 0
11067 CSJ	1 1 0 0 0 0 2 0 2 2 0 0 0 2 2 2 2 2 0 0 0 0 0 2 0 0 2
61009 AH	1 1 0 1 2 0 2 0 2 0 2 0 0 2 2 2 2 2 0 0 0 0 0 2 0 0 2
11100 AH	0 0 0 0 2 2 2 0 2 0 0 0 0 2 2 2 0 0 0 0 0 0 0 2 0 0 0
11010 CSJ	0 0 0 2 0 0 0 0 0 2 2 0 0 0 2 0 0 0 0 2 2 0 0 0 0 2 0
21068 CSJ	0 0 0 2 0 0 0 0 0 2 2 0 0 0 2 0 0 0 0 2 2 0 0 0 0 2 0
81013 CSJ	0 0 0 2 0 0 0 0 0 2 2 0 0 0 2 0 0 0 0 2 2 0 0 0 0 2 0
91050 CSJ	0 0 0 2 0 0 0 0 0 2 2 0 0 0 2 0 0 0 0 2 2 0 0 0 0 2 0
11088 CSJ	0 0 0 2 0 0 0 0 0 2 2 0 0 1 2 0 0 0 0 2 2 0 0 0 0 2 0
21108 CSJ	0 0 0 2 0 0 0 0 0 2 2 0 0 1 2 0 0 0 0 2 2 0 0 0 0 2 0
81056 CSJ	0 0 0 2 0 0 0 0 0 2 2 0 0 1 2 0 0 0 0 2 2 0 0 0 0 2 0
41011 CSJ	0 0 0 2 0 0 0 0 0 2 2 0 0 0 2 0 0 0 0 2 2 0 0 0 0 2 0
81083 CSJ	0 0 1 0 0 0 1 1 0 2 2 0 0 0 0 0 0 0 0 2 2 1 0 0 0 0 0
21107 CSJ	0 0 1 0 0 0 0 1 1 2 2 0 0 0 1 1 0 0 0 2 2 1 0 1 0 0 0
71085 CSJ	0 0 2 0 0 0 2 0 2 2 2 0 0 0 2 0 0 0 0 2 2 0 2 0 0 2 0
11110 CSJ	0 0 2 1 0 0 0 2 0 2 1 1 0 0 0 0 0 0 0 1 1 2 1 0 0 0 0
11101 AH	0 0 0 0 2 2 2 2 2 1 0 0 0 0 2 2 0 0 0 1 1 0 1 2 0 0 0
21015 AH	0 0 0 0 2 2 2 2 2 1 0 0 0 0 2 2 0 0 0 1 1 0 1 2 0 0 0
91056 AH	0 0 0 0 2 2 2 2 2 1 0 0 0 0 2 2 0 0 0 1 1 0 1 2 0 0 0
91007 AH	0 0 0 0 2 2 2 2 2 1 0 0 0 0 2 2 0 0 0 1 1 0 1 2 0 0 0
11107 AH	0 0 0 0 2 2 2 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0
31122 AH	0 0 0 0 2 2 2 2 2 1 0 0 0 0 2 2 0 0 0 1 1 0 1 2 0 0 0
31121 EA	0 0 0 0 1 2 2 2 2 1 0 0 0 0 0 2 0 0 0 2 2 0 1 2 1 0 0
61064 EA	0 0 0 2 2 2 2 2 2 1 0 0 0 0 2 2 0 0 0 2 2 0 2 2 0 0 0
41045 CSJ	0 0 0 0 2 2 2 2 2 1 0 0 0 0 0 2 0 0 0 1 1 0 1 2 0 0 0
41052 CSJ	0 0 0 0 2 2 2 2 2 1 0 0 0 0 0 2 0 0 0 2 1 1 2 2 2 0 0
11106 EA	0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 0 2 0 0
31074 EA	0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 0 2 0 0
31083 EA	0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 0 2 0 0
81059 EA	0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 2 2 0 2 0 2 0 0
11012 CSJ	0 0 0 0 0 0 0 0 0 2 1 0 0 1 2 0 0 0 0 2 2 0 0 0 0 2 0
21086 CSJ	0 0 0 0 0 0 0 0 0 2 1 0 0 1 2 0 0 0 0 2 2 0 0 0 0 2 0
41013 CSJ	0 0 0 0 0 0 0 0 0 2 1 0 0 1 2 0 0 0 0 2 2 0 0 0 0 2 0
61010 CSJ	0 0 0 0 0 0 0 0 0 2 1 0 0 1 2 0 0 0 0 2 2 0 0 0 0 2 0
81015 CSJ	0 0 0 0 0 0 0 0 0 2 1 0 0 1 2 0 0 0 0 2 2 0 0 0 0 2 0
71008 CSJ	0 0 0 0 0 0 0 0 0 2 1 0 0 1 2 0 0 0 0 2 2 0 0 0 0 2 0
91053 CSJ	0 0 0 0 0 0 0 0 0 2 1 0 0 1 2 0 0 0 0 2 2 0 0 0 0 2 0
41043 CSJ	0 0 0 2 0 0 0 0 0 2 2 0 0 1 0 0 0 0 0 2 2 0 0 0 0 2 0
11070 CSJ	0 0 1 0 0 0 0 1 0 2 2 1 0 1 2 1 0 0 0 2 2 1 2 2 0 2 0
21145 CSJ	0 0 1 0 1 0 1 1 1 2 2 1 0 1 2 1 0 0 0 2 2 1 0 1 0 2 0
21109 CSJ	0 0 1 0 0 0 0 0 0 2 2 1 0 1 2 1 0 0 0 2 2 0 0 0 0 2 0
71083 CSJ	0 0 1 0 0 0 0 0 0 2 2 1 0 1 2 1 0 0 0 2 2 0 0 0 0 2 0
11103 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
21070 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
21110 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
41014 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
81016 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
71009 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
91914 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
81069 CSJ	1 1 2 1 0 0 0 2 2 2 2 0 0 2 2 2 0 0 0 2 2 2 0 0 0 2 0
11013 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
21016 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
61011 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
81017 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
71010 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
71029 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
71034 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
91008 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
91038 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
11072 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
21111 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
61037 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
81049 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
71050 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
71076 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
91030 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
11014 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
21018 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
21102 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
61072 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
61073 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
81018 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
71011 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
71033 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
91009 CSJ	2 2 2 2 2 0 0 2 2 0 2 2 2 2 2 2 2 2 2 2 2 2 0 0 0 0 2
11015 CSJ	2 2 0 2 0 0 0 0 1 2 2 0 2 2 2 0 0 0 2 2 2 0 0 1 0 1 0
21019 CSJ	2 2 0 2 0 0 0 0 1 2 2 0 2 2 2 0 0 0 2 2 2 0 0 1 0 1 0
61013 CSJ	2 2 0 2 0 0 0 0 1 2 2 0 2 2 2 0 0 0 2 2 2 0 0 1 0 1 0
81019 CSJ	2 2 0 2 0 0 0 0 1 2 2 0 2 2 2 0 0 0 2 2 2 0 0 1 0 1 0
71012 CSJ	2 2 0 2 0 0 0 0 1 2 2 0 2 2 2 0 0 0 2 2 2 0 0 1 0 1 0
91010 CSJ	2 2 0 2 0 0 0 0 1 2 2 0 2 2 2 0 0 0 2 2 2 0 0 1 0 1 0
11073 CSJ	0 0 1 0 0 0 0 1 0 2 2 0 0 0 2 0 0 0 0 2 2 1 0 0 0 2 0
21087 CSJ	0 0 1 1 0 0 0 1 0 2 2 0 0 0 2 0 0 0 0 2 2 1 0 0 0 2 0
31125 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
31126 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
31127 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
31128 CSJ	0 0 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 0 0 2 0
31129 CSJ	2 2 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 2 0 2 0
31130 CSJ	2 2 2 0 0 0 0 2 0 2 2 0 0 0 0 0 0 0 0 2 2 2 0 2 0 2 0
61006 EA	0 0 2 0 0 1 0 2 0 1 0 2 0 0 0 0 0 0 0 2 0 2 2 0 0 0 0
81032 EA	0 0 2 0 0 1 0 2 0 1 0 2 0 0 0 0 0 0 0 2 0 2 2 0 0 0 0
31004 EA	0 0 2 0 0 1 0 2 0 1 0 2 0 0 0 0 0 0 0 2 0 2 2 0 0 0 0
31100 EA	0 0 2 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
11059 EA	0 0 2 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 2 0 2 0 0
31051 EA	0 0 2 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 2 0 2 0 0
41033 EA	0 0 2 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 2 0 2 0 0
81063 EA	0 0 2 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 2 0 2 0 0
71064 EA	0 0 2 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 2 0 2 0 0
71070 EA	0 0 2 0 0 1 1 2 0 1 0 2 0 0 0 0 0 0 0 2 0 2 2 0 2 0 0
31103 EA	0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
31113 EA	0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0
31091 EA	0 0 1 0 0 2 1 2 0 1 0 1 0 0 0 0 0 0 0 2 0 2 2 0 2 0 0
21132 EA	0 0 1 0 0 2 1 2 0 1 0 1 0 0 0 0 0 0 0 2 0 2 2 0 2 0 0
71061 EA	0 0 2 0 0 2 0 2 0 0 0 2 0 0 0 0 0 0 0 2 0 2 2 0 0 0 0
31097 EA	0 0 2 0 0 1 0 2 0 1 0 2 0 0 0 0 0 0 0 2 0 2 2 0 0 0 0
